Date,FR_10Y,IT_10Y,ES_10Y,AAA_10Y,spread_FR,spread_IT,spread_ES
2024-06-11,3.24,4.068,3.456,2.70750727,53.249273000000045,136.04927299999997,74.84927300000001
2024-06-12,3.159,3.922,3.362,2.5967936569,56.22063430999997,132.52063431000002,76.52063431
2024-06-13,3.184,3.951,3.375,2.5855197162,59.84802838000003,136.54802838,78.94802838000001
2024-06-14,3.138,3.925,3.333,2.4086873262,72.93126738,151.63126738,92.43126738000002
2024-06-17,3.165,3.948,3.359,2.4874036276,67.75963724,146.05963724,87.15963724
2024-06-18,3.118,3.886,3.311,2.476220875,64.17791249999998,140.9779125,83.47791249999999
2024-06-19,3.157,3.943,3.345,2.4754923156,68.15076844000001,146.75076844,86.95076844000002
2024-06-20,3.157,3.944,3.34,2.5093927539,64.76072461000003,143.46072461,83.06072461000001
2024-06-21,3.164,3.944,3.334,2.4501759972,71.38240028,149.38240027999998,88.38240028
2024-06-24,3.15,3.935,3.328,2.4790816716,67.09183284,145.59183284000002,84.89183283999999
2024-06-25,3.124,3.929,3.318,2.4437824241,68.02175758999999,148.52175758999996,87.42175759
2024-06-26,3.19,3.995,3.383,2.4887604599,70.12395401,150.62395401,89.42395401
2024-06-27,3.268,4.03,3.405,2.4895226334,77.84773665999998,154.04773666000003,91.54773665999998
2024-06-28,3.288,4.067,3.411,2.5019106798,78.60893201999998,156.50893202000003,90.90893202000001
2024-07-01,3.349,4.112,3.472,2.6351168331,71.38831669000001,147.68831669,83.68831669
2024-07-02,3.32,4.067,3.456,2.625718203,69.42817969999999,144.12817970000003,83.02817970000001
2024-07-03,3.257,3.992,3.386,2.6278943813,62.910561870000016,136.41056187,75.81056187000002
2024-07-04,3.279,4.003,3.4,2.6237373697,65.52626302999998,137.92626303,77.62626302999998
2024-07-05,3.212,3.941,3.345,2.5996836001,61.231639990000005,134.13163998999997,74.53163999
2024-07-08,3.168,3.891,3.306,2.5707227465,59.727725350000014,132.02772535,73.52772535000001
2024-07-09,3.253,3.954,3.368,2.5941446777,65.88553223,135.98553223000002,77.38553222999998
2024-07-10,3.185,3.863,3.306,2.5570724353,62.79275647000002,130.59275647,74.89275647000002
2024-07-11,3.125,3.79,3.237,2.498110511,62.688948899999986,129.18894889999999,73.8889489
2024-07-12,3.15,3.793,3.261,2.5167895001,63.32104999000001,127.62104999000003,74.42104999000003
2024-07-15,3.113,3.748,3.23,2.5140039627,59.89960373000001,123.39960373000002,71.59960373000001
2024-07-16,3.086,3.708,3.2,2.4645170295,62.14829704999998,124.34829705000001,73.54829705000002
2024-07-17,3.076,3.714,3.196,2.4612971986,61.47028014,125.27028013999998,73.47028014000001
2024-07-18,3.071,3.719,3.198,2.4367519932,63.424800680000004,128.22480068,76.12480067999998
2024-07-19,3.13,3.779,3.247,2.4965557827,63.34442173000001,128.24442173,75.04442173000001
2024-07-22,3.148,3.777,3.258,2.5105437773,63.74562227,126.64562227,74.74562226999998
2024-07-23,3.127,3.751,3.233,2.4776943683,64.93056316999999,127.33056317,75.53056317000002
2024-07-24,3.147,3.798,3.261,2.4715110514,67.54889485999999,132.64889486,78.94889486000002
